"Lender name","University","Country / Main Campus","Criteria","Source","Courses","_RowNumber","_UniversityOriginal","_CountryOriginal","_UniversityNorm","_CountryNormOriginal","_CountryNormProposed","_ChangedUniversity","_ChangedCountry","_CountryConfidence","_CountryBreakdown"
"Yes Bank","University of Stavanger","Norway","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6210","University of Stavanger","Norway","university of stavanger","norway","norway","False","False","high","norway:3"
"Bank of India","University of Stirling","United Kingdom","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6211","University of Stirling","United Kingdom","university of stirling","united kingdom","united kingdom","False","False","high","united kingdom:3"
"Indian Overseas Bank","University of Stirling","United Kingdom","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6212","University of Stirling","United Kingdom","university of stirling","united kingdom","united kingdom","False","False","high","united kingdom:3"
"Yes Bank","University of Stirling","United Kingdom","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6213","University of Stirling","United Kingdom","university of stirling","united kingdom","united kingdom","False","False","high","united kingdom:3"
"Bank of India","University of Strasbourg","France","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6214","University of Strasbourg","France","university of strasbourg","france","france","False","False","high","france:3"
"Indian Overseas Bank","University of Strasbourg","France","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6215","University of Strasbourg","France","university of strasbourg","france","france","False","False","high","france:3"
"Yes Bank","University of Strasbourg","France","Top 300-500 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6216","University of Strasbourg","France","university of strasbourg","france","france","False","False","high","france:3"
"Bank of Baroda","University of Strathclyde","United Kingdom","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management","6217","University of Strathclyde","United Kingdom","university of strathclyde","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Bank of India","University of Strathclyde","United Kingdom","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6218","University of Strathclyde","United Kingdom","university of strathclyde","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Indian Overseas Bank","University of Strathclyde","United Kingdom","Top 200 to 300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6219","University of Strathclyde","United Kingdom","university of strathclyde","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Prodigy","University of Strathclyde","United Kingdom","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Medicine & Health; Natural Sciences; Social Sciences","6220","University of Strathclyde","United Kingdom","university of strathclyde","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Yes Bank","University of Strathclyde","United Kingdom","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6221","University of Strathclyde","United Kingdom","university of strathclyde","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Prodigy","University of Stuttgart","Germany","Listed","https://prodigyfinance.com/where-can-i-study/","Computer Science & IT; Engineering & Technology; Natural Sciences","6222","University of Stuttgart","Germany","university of stuttgart","germany","germany","False","False","high","germany:1"
"Bank of India","University of Suffolk","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6223","University of Suffolk","United States of America","university of suffolk","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of Sunderland","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6224","University of Sunderland","United States of America","university of sunderland","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of Surrey","United Kingdom","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6225","University of Surrey","United Kingdom","university of surrey","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Indian Overseas Bank","University of Surrey","United Kingdom","Top 200 to 300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6226","University of Surrey","United Kingdom","university of surrey","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Prodigy","University of Surrey","United Kingdom","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Medicine & Health; Natural Sciences; Public Policy; Social Sciences","6227","University of Surrey","United Kingdom","university of surrey","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Union Bank of India","University of Surrey","United Kingdom","Category B","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","MEDICAL; STEM","6228","University of Surrey","United Kingdom","university of surrey","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Yes Bank","University of Surrey","United Kingdom","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6229","University of Surrey","United Kingdom","university of surrey","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Bank of India","University of Sussex","United Kingdom","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6230","University of Sussex","United Kingdom","university of sussex","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Indian Overseas Bank","University of Sussex","United Kingdom","Top 200 to 300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6231","University of Sussex","United Kingdom","university of sussex","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Prodigy","University of Sussex","United Kingdom","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Law; Natural Sciences; Public Policy; Social Sciences","6232","University of Sussex","United Kingdom","university of sussex","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Union Bank of India","University of Sussex","United Kingdom","Category B","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","LAW; MANAGEMENT; MEDICAL; STEM","6233","University of Sussex","United Kingdom","university of sussex","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Yes Bank","University of Sussex","United Kingdom","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6234","University of Sussex","United Kingdom","university of sussex","united kingdom","united kingdom","False","False","high","united kingdom:5"
"Bank of Baroda","University of Sydney","Australia","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management; Medical; STEM","6235","University of Sydney","Australia","university of sydney","australia","australia","False","False","high","australia:7"
"Bank of India","University of Sydney","Australia","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6236","University of Sydney","Australia","university of sydney","australia","australia","False","False","high","australia:7"
"Indian Overseas Bank","University of Sydney","Australia","Top 50 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6237","University of Sydney","Australia","university of sydney","australia","australia","False","False","high","australia:7"
"Prodigy","University of Sydney","Australia","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Medicine & Health; Natural Sciences","6238","University of Sydney","Australia","university of sydney","australia","australia","False","False","high","australia:7"
"State Bank of India","University of Sydney","Australia","Annexure","As per bank list - https://drive.google.com/file/d/12exUFGGWOjypQI8sfCYLEz_Moavy22eH/view","Any course","6239","University of Sydney","Australia","university of sydney","australia","australia","False","False","high","australia:7"
"Union Bank of India","University of Sydney","Australia","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Medical; STEM and Management","6240","University of Sydney","Australia","university of sydney","australia","australia","False","False","high","australia:7"
"Yes Bank","University of Sydney","Australia","Top 75 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6241","University of Sydney","Australia","university of sydney","australia","australia","False","False","high","australia:7"
"Bank of India","University of Szeged","Hungary","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6242","University of Szeged","Hungary","university of szeged","hungary","hungary","False","False","high","hungary:3"
"Indian Overseas Bank","University of Szeged","Hungary","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6243","University of Szeged","Hungary","university of szeged","hungary","hungary","False","False","high","hungary:3"
"Yes Bank","University of Szeged","Hungary","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6244","University of Szeged","Hungary","university of szeged","hungary","hungary","False","False","high","hungary:3"
"Bank of India","University of Tabriz","Iran","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6245","University of Tabriz","Iran","university of tabriz","iran","iran","False","False","high","iran:3"
"Indian Overseas Bank","University of Tabriz","Iran","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6246","University of Tabriz","Iran","university of tabriz","iran","iran","False","False","high","iran:3"
"Yes Bank","University of Tabriz","Iran","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6247","University of Tabriz","Iran","university of tabriz","iran","iran","False","False","high","iran:3"
"Bank of India","University of Tampa","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6248","University of Tampa","United States of America","university of tampa","united states of america","united states of america","False","False","medium","united states of america:2"
"Mpower","University of Tampa","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6249","University of Tampa","United States of America","university of tampa","united states of america","united states of america","False","False","medium","united states of america:2"
"Bank of India","University of Tartu","Estonia","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6250","University of Tartu","Estonia","university of tartu","estonia","estonia","False","False","high","estonia:3"
"Indian Overseas Bank","University of Tartu","Estonia","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6251","University of Tartu","Estonia","university of tartu","estonia","estonia","False","False","high","estonia:3"
"Yes Bank","University of Tartu","Estonia","Top 300-500 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6252","University of Tartu","Estonia","university of tartu","estonia","estonia","False","False","high","estonia:3"
"Bank of India","University of Tasmania","Australia","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6253","University of Tasmania","Australia","university of tasmania","australia","australia","False","False","high","australia:4"
"Indian Overseas Bank","University of Tasmania","Australia","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6254","University of Tasmania","Australia","university of tasmania","australia","australia","False","False","high","australia:4"
"Prodigy","University of Tasmania","Australia","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology","6255","University of Tasmania","Australia","university of tasmania","australia","australia","False","False","high","australia:4"
"Yes Bank","University of Tasmania","Australia","Top 300-500 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6256","University of Tasmania","Australia","university of tasmania","australia","australia","False","False","high","australia:4"
"Bank of India","University of Tebessa Larbi Tebessi","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6257","University of Tebessa Larbi Tebessi","United States of America","university of tebessa larbi tebessi","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of Technologie de Belfort Montbeliard (comUE University Bourgogne Franche Comte)","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6258","University of Technologie de Belfort Montbeliard (comUE University Bourgogne Franche Comte)","United States of America","university of technologie de belfort montbeliard comue university bourgogne franche comte","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of Technologie de Compiegne (comUE Sorbonne Universites)","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6259","University of Technologie de Compiegne (comUE Sorbonne Universites)","United States of America","university of technologie de compiegne comue sorbonne universites","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of Technologie de Troyes (comUE University of Champagne)","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6260","University of Technologie de Troyes (comUE University of Champagne)","United States of America","university of technologie de troyes comue university of champagne","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of Technology Iraq","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6261","University of Technology Iraq","United States of America","university of technology iraq","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of Baroda","University of Technology Sydney","Australia","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM","6262","University of Technology Sydney","Australia","university of technology sydney","australia","australia","False","False","high","australia:7"
"Bank of India","University of Technology Sydney","Australia","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6263","University of Technology Sydney","Australia","university of technology sydney","australia","australia","False","False","high","australia:7"
"Indian Overseas Bank","University of Technology Sydney","Australia","Top 50 to 200 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6264","University of Technology Sydney","Australia","university of technology sydney","australia","australia","False","False","high","australia:7"
"Prodigy","University of Technology Sydney","Australia","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences; Social Sciences","6265","University of Technology Sydney","Australia","university of technology sydney","australia","australia","False","False","high","australia:7"
"State Bank of India","University of Technology Sydney","Australia","Annexure","As per bank list - https://drive.google.com/file/d/12exUFGGWOjypQI8sfCYLEz_Moavy22eH/view","Any course","6266","University of Technology Sydney","Australia","university of technology sydney","australia","australia","False","False","high","australia:7"
"Union Bank of India","University of Technology Sydney","Australia","Category B","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","LAW; MANAGEMENT; STEM","6267","University of Technology Sydney","Australia","university of technology sydney","australia","australia","False","False","high","australia:7"
"Yes Bank","University of Technology Sydney","Australia","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6268","University of Technology Sydney","Australia","university of technology sydney","australia","australia","False","False","high","australia:7"
"Bank of India","University of Tehran","Iran","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6269","University of Tehran","Iran","university of tehran","iran","iran","False","False","high","iran:3"
"Indian Overseas Bank","University of Tehran","Iran","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6270","University of Tehran","Iran","university of tehran","iran","iran","False","False","high","iran:3"
"Yes Bank","University of Tehran","Iran","Top 300-500 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6271","University of Tehran","Iran","university of tehran","iran","iran","False","False","high","iran:3"
"Bank of India","University of Tennessee","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6272","University of Tennessee","United States of America","university of tennessee","united states of america","united states of america","False","False","high","united states of america:3"
"Indian Overseas Bank","University of Tennessee","United States of America","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6273","University of Tennessee","United States of America","university of tennessee","united states of america","united states of america","False","False","high","united states of america:3"
"Yes Bank","University of Tennessee","United States of America","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6274","University of Tennessee","United States of America","university of tennessee","united states of america","united states of america","False","False","high","united states of america:3"
"Bank of India","University of Tennessee Chattanooga","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6275","University of Tennessee Chattanooga","United States of America","university of tennessee chattanooga","united states of america","united states of america","False","False","medium","united states of america:2"
"Bank of India","University of Tennessee Health Science Center Memphis","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6276","University of Tennessee Health Science Center Memphis","United States of America","university of tennessee health science center memphis","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of Tennessee, Knoxville","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6277","University of Tennessee Knoxville","United States of America","university of tennessee knoxville","united states of america","united states of america","True","False","high","united states of america:5"
"Prodigy","University of Tennessee Chattanooga","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Computer Science & IT; Engineering & Technology","6278","University of Tennessee, Chattanooga","United States of America","university of tennessee chattanooga","united states of america","united states of america","True","False","medium","united states of america:2"
"Bank of Baroda","University of Tennessee, Knoxville","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM","6279","University of Tennessee, Knoxville","United States of America","university of tennessee knoxville","united states of america","united states of america","False","False","high","united states of america:5"
"Mpower","University of Tennessee, Knoxville","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6280","University of Tennessee, Knoxville","United States of America","university of tennessee knoxville","united states of america","united states of america","False","False","high","united states of america:5"
"Prodigy","University of Tennessee, Knoxville","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences","6281","University of Tennessee, Knoxville","United States of America","university of tennessee knoxville","united states of america","united states of america","False","False","high","united states of america:5"
"Union Bank of India","University of Tennessee, Knoxville","United States of America","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Management and Law; STEM","6282","University of Tennessee, Knoxville","United States of America","university of tennessee knoxville","united states of america","united states of america","False","False","high","united states of america:5"
"Bank of India","University of Teramo","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6283","University of Teramo","United States of America","university of teramo","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of Texas Arlington","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6284","University of Texas Arlington","United States of America","university of texas arlington","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of Baroda","University of Texas at Arlington","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM","6285","University of Texas at Arlington","United States of America","university of texas at arlington","united states of america","united states of america","False","False","high","united states of america:3"
"Mpower","University of Texas at Arlington","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6286","University of Texas at Arlington","United States of America","university of texas at arlington","united states of america","united states of america","False","False","high","united states of america:3"
"Prodigy","University of Texas at Arlington","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Medicine & Health; Natural Sciences","6287","University of Texas at Arlington","United States of America","university of texas at arlington","united states of america","united states of america","False","False","high","united states of america:3"
"Bank of Baroda","University of Texas at Austin","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Art; Econamics & Econometrics; Law; Management; Medical; Performing Arts and Design Courses; STEM","6288","University of Texas at Austin","United States of America","university of texas at austin","united states of america","united states of america","False","False","high","united states of america:9"
"Bank of India","University of Texas at Austin","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6289","University of Texas at Austin","United States of America","university of texas at austin","united states of america","united states of america","False","False","high","united states of america:9"
"Indian Overseas Bank","University of Texas at Austin","United States of America","Top 50 to 200 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6290","University of Texas at Austin","United States of America","university of texas at austin","united states of america","united states of america","False","False","high","united states of america:9"
"Mpower","University of Texas at Austin","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6291","University of Texas at Austin","United States of America","university of texas at austin","united states of america","united states of america","False","False","high","united states of america:9"
"Prodigy","University of Texas at Austin","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences","6292","University of Texas at Austin","United States of America","university of texas at austin","united states of america","united states of america","False","False","high","united states of america:9"
"Punjab National Bank","University of Texas at Austin","United States of America","Annexure B","As per bank list","Any course","6293","University of Texas at Austin","United States of America","university of texas at austin","united states of america","united states of america","False","False","high","united states of america:9"
"State Bank of India","University of Texas at Austin","United States of America","Annexure","As per bank list - https://drive.google.com/file/d/12exUFGGWOjypQI8sfCYLEz_Moavy22eH/view","Any course","6294","University of Texas at Austin","United States of America","university of texas at austin","united states of america","united states of america","False","False","high","united states of america:9"
"Union Bank of India","University of Texas at Austin","United States of America","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Art; Design; Economics & Econometrics; Law; Medical; Performing Arts; STEM; and Management","6295","University of Texas at Austin","United States of America","university of texas at austin","united states of america","united states of america","False","False","high","united states of america:9"
"Yes Bank","University of Texas at Austin","United States of America","Top 75 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6296","University of Texas at Austin","United States of America","university of texas at austin","united states of america","united states of america","False","False","high","united states of america:9"
"Bank of Baroda","University of Texas at Dallas","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management","6297","University of Texas at Dallas","United States of America","university of texas at dallas","united states of america","united states of america","False","False","high","united states of america:6"
"Bank of India","University of Texas at Dallas","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6298","University of Texas at Dallas","United States of America","university of texas at dallas","united states of america","united states of america","False","False","high","united states of america:6"
"Indian Overseas Bank","University of Texas at Dallas","United States of America","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6299","University of Texas at Dallas","United States of America","university of texas at dallas","united states of america","united states of america","False","False","high","united states of america:6"
"Mpower","University of Texas at Dallas","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6300","University of Texas at Dallas","United States of America","university of texas at dallas","united states of america","united states of america","False","False","high","united states of america:6"
"Prodigy","University of Texas at Dallas","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Medicine & Health; Natural Sciences; Public Policy; Social Sciences","6301","University of Texas at Dallas","United States of America","university of texas at dallas","united states of america","united states of america","False","False","high","united states of america:6"
"Yes Bank","University of Texas at Dallas","United States of America","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","6302","University of Texas at Dallas","United States of America","university of texas at dallas","united states of america","united states of america","False","False","high","united states of america:6"
"Bank of Baroda","University of Texas at El Paso","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM","6303","University of Texas at El Paso","United States of America","university of texas at el paso","united states of america","united states of america","False","False","medium","united states of america:2"
"Prodigy","University of Texas at El Paso","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Computer Science & IT; Natural Sciences","6304","University of Texas at El Paso","United States of America","university of texas at el paso","united states of america","united states of america","False","False","medium","united states of america:2"
"Bank of Baroda","University of Texas at San Antonio","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM","6305","University of Texas at San Antonio","United States of America","university of texas at san antonio","united states of america","united states of america","False","False","medium","united states of america:2"
"Prodigy","University of Texas at San Antonio","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences; Social Sciences","6306","University of Texas at San Antonio","United States of America","university of texas at san antonio","united states of america","united states of america","False","False","medium","united states of america:2"
"Bank of Baroda","University of Texas Dallas","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM","6307","University of Texas Dallas","United States of America","university of texas dallas","united states of america","united states of america","False","False","medium","united states of america:2"
"Bank of India","University of Texas Dallas","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6308","University of Texas Dallas","United States of America","university of texas dallas","united states of america","united states of america","False","False","medium","united states of america:2"
"Bank of India","University of Texas El Paso","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6309","University of Texas El Paso","United States of America","university of texas el paso","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of Texas Health Science Center at Houston","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6310","University of Texas Health Science Center at Houston","United States of America","university of texas health science center at houston","united states of america","united states of america","False","False","medium","united states of america:2"
"Mpower","University of Texas Health Science Center at Houston","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6311","University of Texas Health Science Center at Houston","United States of America","university of texas health science center at houston","united states of america","united states of america","False","False","medium","united states of america:2"
"Bank of India","University of Texas Health Science Center at San Antonio","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6312","University of Texas Health Science Center at San Antonio","United States of America","university of texas health science center at san antonio","united states of america","united states of america","False","False","medium","united states of america:2"
"Mpower","University of Texas Health Science Center at San Antonio","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6313","University of Texas Health Science Center at San Antonio","United States of America","university of texas health science center at san antonio","united states of america","united states of america","False","False","medium","united states of america:2"
"Bank of India","University of Texas MD Anderson Cancer Center","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6314","University of Texas MD Anderson Cancer Center","United States of America","university of texas md anderson cancer center","united states of america","united states of america","False","False","high","united states of america:3"
"Mpower","University of Texas MD Anderson Cancer Center","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6315","University of Texas MD Anderson Cancer Center","United States of America","university of texas md anderson cancer center","united states of america","united states of america","False","False","high","united states of america:3"
"Union Bank of India","University of Texas MD Anderson Cancer Center","United States of America","Category B","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","MEDICAL; STEM","6316","University of Texas MD Anderson Cancer Center","United States of America","university of texas md anderson cancer center","united states of america","united states of america","False","False","high","united states of america:3"
"Mpower","University of Texas Medical Branch at Galveston","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6317","University of Texas Medical Branch at Galveston","United States of America","university of texas medical branch at galveston","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of Texas Medical Branch Galveston","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6318","University of Texas Medical Branch Galveston","United States of America","university of texas medical branch galveston","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","University of Texas Rio Grande Valley","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","6319","University of Texas Rio Grande Valley","United States of America","university of texas rio grande valley","united states of america","united states of america","False","False","medium","united states of america:2"
"Mpower","University of Texas Rio Grande Valley","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","6320","University of Texas Rio Grande Valley","United States of America","university of texas rio grande valley","united states of america","united states of america","False","False","medium","united states of america:2"
