"UniversityNorm","CanonicalUniversity","VariantsCount","TotalRows","Variants"
"harbin university of science and technology","Harbin University of Science & Technology","1","1","Harbin University of Science & Technology:1"
"the ohio state university","The Ohio State University","1","1","The Ohio State University:1"
"third military medical university","Third Military Medical University","1","1","Third Military Medical University:1"
"the second military medical university","The Second Military Medical University","1","1","The Second Military Medical University:1"
"harokopio university of athens","Harokopio University of Athens","1","1","Harokopio University of Athens:1"
"the hong kong university of science and technology hkust","The Hong Kong University of Science and Technology (HKUST)","1","1","The Hong Kong University of Science and Technology (HKUST):1"
"the graduate university for advanced studies","The Graduate University for Advanced Studies","1","1","The Graduate University for Advanced Studies:1"
"harper adams university","Harper Adams University","1","1","Harper Adams University:1"
"the lisbon mba","The Lisbon MBA","1","1","The Lisbon MBA:1"
"tianjin medical university","Tianjin Medical University","1","1","Tianjin Medical University:1"
"tiangong university","Tiangong University","1","1","Tiangong University:1"
"harbin engineering university","Harbin Engineering University","1","1","Harbin Engineering University:1"
"tianjin normal university","Tianjin Normal University","1","1","Tianjin Normal University:1"
"thuyloi university","Thuyloi University","1","1","Thuyloi University:1"
"harbin normal university","Harbin Normal University","1","1","Harbin Normal University:1"
"thomas aquinas college","Thomas Aquinas College","1","1","Thomas Aquinas College:1"
"harbin medical university","Harbin Medical University","1","1","Harbin Medical University:1"
"thompson rivers university","Thompson Rivers University","1","1","Thompson Rivers University:1"
"haute ecole specialisee de la suisse occidentale","Haute Ecole Specialisee de la Suisse Occidentale","1","1","Haute Ecole Specialisee de la Suisse Occidentale:1"
"hebei agricultural university","Hebei Agricultural University","1","1","Hebei Agricultural University:1"
"hasso plattner institute","Hasso Plattner Institute","1","1","Hasso Plattner Institute:1"
"texas womans university","Texas Womans University","1","1","Texas Womans University:1"
"texas southern university","Texas Southern University","1","1","Texas Southern University:1"
"texas a and m university galveston","Texas A&M University Galveston","1","1","Texas A&M University Galveston:1"
"texas a and m university corpus christi","Texas A&M University Corpus Christi","1","1","Texas A&M University Corpus Christi:1"
"hebei medical university","Hebei Medical University","1","1","Hebei Medical University:1"
"texas a and m university kingsville","Texas A&M University Kingsville","1","1","Texas A&M University Kingsville:1"
"the college of new jersey","The College of New Jersey","1","1","The College of New Jersey:1"
"the citadel","The Citadel","1","1","The Citadel:1"
"the fourth military medical university","The Fourth Military Medical University","1","1","The Fourth Military Medical University:1"
"harran university","Harran University","1","1","Harran University:1"
"the chinese university of hong kong cuhk","The Chinese University of Hong Kong (CUHK)","1","1","The Chinese University of Hong Kong (CUHK):1"
"hashemite university","Hashemite University","1","1","Hashemite University:1"
"thapar university thapar institute of engineering and technology","Thapar University (Thapar Institute of Engineering & Technology)","1","1","Thapar University (Thapar Institute of Engineering & Technology):1"
"the catholic university of america","The Catholic University of America","1","1","The Catholic University of America:1"
"the australian national university anu","The Australian National University (ANU)","1","1","The Australian National University (ANU):1"
"guilan university of medical sciences rasht","Guilan University of Medical Sciences Rasht","1","1","Guilan University of Medical Sciences Rasht:1"
"gebze technological university","Gebze Technological University","1","1","Gebze Technological University:1"
"gelisim university","Gelisim University","1","1","Gelisim University:1"
"universidad iberoamericana","Universidad Iberoamericana","1","1","Universidad Iberoamericana:1"
"universidad francisco de vitoria","Universidad Francisco de Vitoria","1","1","Universidad Francisco de Vitoria:1"
"georgia college and state university","Georgia College & State University","1","1","Georgia College & State University:1"
"universidad del valle cali univalle","Universidad del Valle Cali UNIVALLE","1","1","Universidad del Valle Cali UNIVALLE:1"
"georgian technical university","Georgian Technical University","1","1","Georgian Technical University:1"
"universidad distrital francisco jose de caldas","Universidad Distrital Francisco Jose de Caldas","1","1","Universidad Distrital Francisco Jose de Caldas:1"
"universidad diego portales","Universidad Diego Portales","1","1","Universidad Diego Portales:1"
"universidad michoacana de san nicolas de hidalgo","Universidad Michoacana de San Nicolas de Hidalgo","1","1","Universidad Michoacana de San Nicolas de Hidalgo:1"
"universidad mayor de san andres","Universidad Mayor de San Andres","1","1","Universidad Mayor de San Andres:1"
"universidad nacional agraria la molina","Universidad Nacional Agraria La Molina","1","1","Universidad Nacional Agraria La Molina:1"
"universidad miguel hernandez","Universidad Miguel Hernandez","1","1","Universidad Miguel Hernandez:1"
"universidad mayor chile","Universidad Mayor Chile","1","1","Universidad Mayor Chile:1"
"universidad icesi","Universidad ICESI","1","1","Universidad ICESI:1"
"gaziosmanpasa university","Gaziosmanpasa University","1","1","Gaziosmanpasa University:1"
"universidad internacional valenciana","Universidad Internacional Valenciana","1","1","Universidad Internacional Valenciana:1"
"universidad internacional de la rioja","Universidad Internacional de La Rioja","1","1","Universidad Internacional de La Rioja:1"
"giresun university","Giresun University","1","1","Giresun University:1"
"universidad de santiago de chile","Universidad de Santiago de Chile","1","1","Universidad de Santiago de Chile:1"
"universidad de talca","Universidad de Talca","1","1","Universidad de Talca:1"
"gifu university","Gifu University","1","1","Gifu University:1"
"gla university","GLA University","1","1","GLA University:1"
"universidad de salamanca","Universidad de Salamanca","1","1","Universidad de Salamanca:1"
"universidad de puerto rico mayaguez","Universidad de Puerto Rico Mayaguez","1","1","Universidad de Puerto Rico Mayaguez:1"
"universidad de san carlos de guatemala","Universidad de San Carlos de Guatemala","1","1","Universidad de San Carlos de Guatemala:1"
"universidad de san andres buenos aires","Universidad de San Andres Buenos Aires","1","1","Universidad de San Andres Buenos Aires:1"
"universidad del norte barranquilla","Universidad del Norte Barranquilla","1","1","Universidad del Norte Barranquilla:1"
"universidad del desarrollo","Universidad del Desarrollo","1","1","Universidad del Desarrollo:1"
"german university in cairo","German University in Cairo","1","1","German University in Cairo:1"
"universidad del pacifico peru","Universidad del Pacifico Peru","1","1","Universidad del Pacifico Peru:1"
"universidad del cauca","Universidad del Cauca","1","1","Universidad del Cauca:1"
"gheorghe asachi technical university","Gheorghe Asachi Technical University","1","1","Gheorghe Asachi Technical University:1"
"universidad de tarapaca","Universidad de Tarapaca","1","1","Universidad de Tarapaca:1"
"universidad del bio bio","Universidad del Bio-Bio","1","1","Universidad del Bio-Bio:1"
"universidad de valparaiso","Universidad de Valparaiso","1","1","Universidad de Valparaiso:1"
"universidad nacional autonoma de mexico","Universidad Nacional Autonoma de Mexico","1","1","Universidad Nacional Autonoma de Mexico:1"
"gandhi institute of technology and management","Gandhi Institute of Technology and Management","1","1","Gandhi Institute of Technology and Management:1"
"universidad pablo de olavide","Universidad Pablo de Olavide","1","1","Universidad Pablo de Olavide:1"
"universidad peruana de ciencias aplicadas","Universidad Peruana de Ciencias Aplicadas","1","1","Universidad Peruana de Ciencias Aplicadas:1"
"universidad panamericana mexico","Universidad Panamericana Mexico","1","1","Universidad Panamericana Mexico:1"
"universidad nebrija","Universidad Nebrija","1","1","Universidad Nebrija:1"
"universidad nacional del nordeste","Universidad Nacional del Nordeste","1","1","Universidad Nacional del Nordeste:1"
"universidad nacional del litoral","Universidad Nacional del Litoral","1","1","Universidad Nacional del Litoral:1"
"gannon university","Gannon University","1","1","Gannon University:1"
"universidad nacional del sur","Universidad Nacional del Sur","1","1","Universidad Nacional del Sur:1"
"universidad publica de navarra","Universidad Publica de Navarra","1","1","Universidad Publica de Navarra:1"
"galgotias university","Galgotias University","1","1","Galgotias University:1"
"universidad san francisco de quito","Universidad San Francisco de Quito","1","1","Universidad San Francisco de Quito:1"
"universidad rey juan carlos","Universidad Rey Juan Carlos","1","1","Universidad Rey Juan Carlos:1"
"universidad pontificia bolivariana","Universidad Pontificia Bolivariana","1","1","Universidad Pontificia Bolivariana:1"
"gallaudet university","Gallaudet University","1","1","Gallaudet University:1"
"universidad politecnica de cartagena","Universidad Politecnica de Cartagena","1","1","Universidad Politecnica de Cartagena:1"
"universidad politecnica salesiana ecuador","Universidad Politecnica Salesiana Ecuador","1","1","Universidad Politecnica Salesiana Ecuador:1"
"universidad politecnica de valencia","Universidad Politecnica de Valencia","1","1","Universidad Politecnica de Valencia:1"
"universidad nacional de educacion a distancia uned","Universidad Nacional de Educacion a Distancia UNED","1","1","Universidad Nacional de Educacion a Distancia UNED:1"
"universidad nacional de cuyo mendoza","Universidad Nacional de Cuyo Mendoza","1","1","Universidad Nacional de Cuyo Mendoza:1"
"gansu agricultural university","Gansu Agricultural University","1","1","Gansu Agricultural University:1"
"universidad nacional de ingenieria lima","Universidad Nacional de Ingenieria Lima","1","1","Universidad Nacional de Ingenieria Lima:1"
"gauhati university","Gauhati University","1","1","Gauhati University:1"
"universidad nacional costa rica","Universidad Nacional Costa Rica","1","1","Universidad Nacional Costa Rica:1"
"gaziantep university","Gaziantep University","1","1","Gaziantep University:1"
"gazi university","Gazi University","1","1","Gazi University:1"
"universidad nacional de asuncion","Universidad Nacional de Asuncion","1","1","Universidad Nacional de Asuncion:1"
"universidad nacional de tucuman","Universidad Nacional de Tucuman","1","1","Universidad Nacional de Tucuman:1"
"universidad nacional de san martin argentina","Universidad Nacional de San Martin Argentina","1","1","Universidad Nacional de San Martin Argentina:1"
"universidad nacional del comahue","Universidad Nacional del Comahue","1","1","Universidad Nacional del Comahue:1"
"universidad nacional del centro de la provincia de buenos aires","Universidad Nacional del Centro de la Provincia de Buenos Aires","1","1","Universidad Nacional del Centro de la Provincia de Buenos Aires:1"
"universidad nacional de san luis","Universidad Nacional de San Luis","1","1","Universidad Nacional de San Luis:1"
"universidad nacional de mar del plata","Universidad Nacional de Mar del Plata","1","1","Universidad Nacional de Mar del Plata:1"
"universidad nacional de loja","Universidad Nacional de Loja","1","1","Universidad Nacional de Loja:1"
"universidad nacional de rosario","Universidad Nacional de Rosario","1","1","Universidad Nacional de Rosario:1"
"universidad nacional de quilmes","Universidad Nacional de Quilmes","1","1","Universidad Nacional de Quilmes:1"
"universidad de puerto rico","Universidad de Puerto Rico","1","1","Universidad de Puerto Rico:1"
"guangxi normal university","Guangxi Normal University","1","1","Guangxi Normal University:1"
"universidad central de venezuela","Universidad Central de Venezuela","1","1","Universidad Central de Venezuela:1"
"universidad cientifica del sur","Universidad Cientifica del Sur","1","1","Universidad Cientifica del Sur:1"
"universidad ceu cardenal herrera","Universidad CEU Cardenal Herrera","1","1","Universidad CEU Cardenal Herrera:1"
"universidad catolica san antonio de murcia","Universidad Catolica San Antonio de Murcia","1","1","Universidad Catolica San Antonio de Murcia:1"
"universidad catolica del maule","Universidad Catolica del Maule","1","1","Universidad Catolica del Maule:1"
"universidad catolica de valencia san vicente martir","Universidad Catolica de Valencia San Vicente Martir","1","1","Universidad Catolica de Valencia San Vicente Martir:1"
"guangxi university","Guangxi University","1","1","Guangxi University:1"
"universidad catolica del norte","Universidad Catolica del Norte","1","1","Universidad Catolica del Norte:1"
"guangdong ocean university","Guangdong Ocean University","1","1","Guangdong Ocean University:1"
"universidad de antofagasta","Universidad de Antofagasta","1","1","Universidad de Antofagasta:1"
"universidad de cadiz","Universidad de Cadiz","1","1","Universidad de Cadiz:1"
"universidad de burgos","Universidad de Burgos","1","1","Universidad de Burgos:1"
"guangdong pharmaceutical university","Guangdong Pharmaceutical University","1","1","Guangdong Pharmaceutical University:1"
"guangdong university of technology","Guangdong University of Technology","1","1","Guangdong University of Technology:1"
"guangxi medical university","Guangxi Medical University","1","1","Guangxi Medical University:1"
"universidad de almeria","Universidad de Almeria","1","1","Universidad de Almeria:1"
"guangdong university of foreign studies","Guangdong University of Foreign Studies","1","1","Guangdong University of Foreign Studies:1"
"universidad autonoma de queretaro","Universidad Autonoma de Queretaro","1","1","Universidad Autonoma de Queretaro:1"
"universidad autonoma de nuevo leon","Universidad Autonoma de Nuevo Leon","1","1","Universidad Autonoma de Nuevo Leon:1"
"universidad autonoma de yucatan","Universidad Autonoma de Yucatan","1","1","Universidad Autonoma de Yucatan:1"
"universidad autonoma de san luis potosi","Universidad Autonoma de San Luis Potosi","1","1","Universidad Autonoma de San Luis Potosi:1"
"gubkin russian state university of oil and gas","Gubkin Russian State University of Oil and Gas","1","1","Gubkin Russian State University of Oil and Gas:1"
"universidad autonoma de baja california","Universidad Autonoma de Baja California","1","1","Universidad Autonoma de Baja California:1"
"universidad austral de chile","Universidad Austral de Chile","1","1","Universidad Austral de Chile:1"
"universidad autonoma de ciudad juarez","Universidad Autonoma de Ciudad Juarez","1","1","Universidad Autonoma de Ciudad Juarez:1"
"universidad autonoma de chile","Universidad Autonoma de Chile","1","1","Universidad Autonoma de Chile:1"
"guangzhou medical university","Guangzhou Medical University","1","1","Guangzhou Medical University:1"
"guangzhou university","Guangzhou University","1","1","Guangzhou University:1"
"universidad catolica de temuco","Universidad Catolica de Temuco","1","1","Universidad Catolica de Temuco:1"
"universidad catolica de la santisima concepcion","Universidad Catolica de la Santisima Concepcion","1","1","Universidad Catolica de la Santisima Concepcion:1"
"universidad camilo jose cela madrid","Universidad Camilo Jose Cela Madrid","1","1","Universidad Camilo Jose Cela Madrid:1"
"universidad autonoma del estado de mexico","Universidad Autonoma del Estado de Mexico","1","1","Universidad Autonoma del Estado de Mexico:1"
"universidad autonoma del estado de hidalgo","Universidad Autonoma del Estado de Hidalgo","1","1","Universidad Autonoma del Estado de Hidalgo:1"
"guangzhou university of chinese medicine","Guangzhou University of Chinese Medicine","1","1","Guangzhou University of Chinese Medicine:1"
"universidad autonoma metropolitana","Universidad Autonoma Metropolitana","1","1","Universidad Autonoma Metropolitana:1"
"universidad de caldas","Universidad de Caldas","1","1","Universidad de Caldas:1"
"universidad de leon","Universidad de Leon","1","1","Universidad de Leon:1"
"universidad de las palmas de gran canaria","Universidad de Las Palmas de Gran Canaria","1","1","Universidad de Las Palmas de Gran Canaria:1"
"golisano college of computing and information sciences of rochester institute of technology rit","Golisano College of Computing and Information Sciences of Rochester Institute of Technology (RIT)","1","1","Golisano College of Computing and Information Sciences of Rochester Institute of Technology (RIT):1"
"universidad de lima","Universidad de Lima","1","1","Universidad de Lima:1"
"universidad de las fuerzas armadas espe escuela politecnica del ejercito","Universidad de las Fuerzas Armadas ESPE (Escuela Politecnica del Ejercito)","1","1","Universidad de las Fuerzas Armadas ESPE (Escuela Politecnica del Ejercito):1"
"universidad de la serena","Universidad de la Serena","1","1","Universidad de la Serena:1"
"universidad de la rioja","Universidad de La Rioja","1","1","Universidad de La Rioja:1"
"universidad de las americas puebla","Universidad de las Americas Puebla","1","1","Universidad de las Americas Puebla:1"
"universidad de las americas ecuador","Universidad de las Americas Ecuador","1","1","Universidad de las Americas Ecuador:1"
"universidad de murcia","Universidad de Murcia","1","1","Universidad de Murcia:1"
"goldfarb school of nursing at barnes jewish college","Goldfarb School of Nursing at Barnes-Jewish College","1","1","Goldfarb School of Nursing at Barnes-Jewish College:1"
"glasgow caledonian university","Glasgow Caledonian University","1","1","Glasgow Caledonian University:1"
"universidad de navarra","Universidad de Navarra","1","1","Universidad de Navarra:1"
"universidad de mondragon mondragon unibertsitatea","Universidad de Mondragon Mondragon Unibertsitatea","1","1","Universidad de Mondragon Mondragon Unibertsitatea:1"
"universidad de los andes santiago de chile","Universidad de los Andes Santiago de Chile","1","1","Universidad de los Andes Santiago de Chile:1"
"golestan university of medical sciences","Golestan University of Medical Sciences","1","1","Golestan University of Medical Sciences:1"
"universidad de malaga","Universidad de Malaga","1","1","Universidad de Malaga:1"
"universidad de los lagos","Universidad de los Lagos","1","1","Universidad de los Lagos:1"
"universidad de deusto deustuko unibertsitatea","Universidad de Deusto Deustuko Unibertsitatea","1","1","Universidad de Deusto Deustuko Unibertsitatea:1"
"universidad de cuenca","Universidad de Cuenca","1","1","Universidad de Cuenca:1"
"graduate institute of international studies geneva","Graduate Institute of International Studies Geneva","1","1","Graduate Institute of International Studies Geneva:1"
"universidad de extremadura","Universidad de Extremadura","1","1","Universidad de Extremadura:1"
"gran sasso science institute","Gran Sasso Science Institute","1","1","Gran Sasso Science Institute:1"
"universidad de castilla la mancha","Universidad de Castilla la Mancha","1","1","Universidad de Castilla la Mancha:1"
"universidad de cantabria","Universidad de Cantabria","1","1","Universidad de Cantabria:1"
"universidad de cordoba","Universidad de Cordoba","1","1","Universidad de Cordoba:1"
"grenoble inp","Grenoble INP","1","1","Grenoble INP:1"
"universidad de la laguna","Universidad de La Laguna","1","1","Universidad de La Laguna:1"
"govind ballabh pant university of agriculture and technology","Govind Ballabh Pant University of Agriculture & Technology","1","1","Govind Ballabh Pant University of Agriculture & Technology:1"
"government college university lahore","Government College University Lahore","1","1","Government College University Lahore:1"
"universidad de la republica","Universidad de la Republica","1","1","Universidad de la Republica:1"
"universidad de la frontera","Universidad de la Frontera","1","1","Universidad de la Frontera:1"
"universidad de guanajuato","Universidad de Guanajuato","1","1","Universidad de Guanajuato:1"
"universidad de guadalajara","Universidad de Guadalajara","1","1","Universidad de Guadalajara:1"
"universidad de jaen","Universidad de Jaen","1","1","Universidad de Jaen:1"
"universidad de huelva","Universidad de Huelva","1","1","Universidad de Huelva:1"
"shandong university of science and technology","Shandong University of Science & Technology","1","1","Shandong University of Science & Technology:1"
"shandong university of finance and economics","Shandong University of Finance and Economics","1","1","Shandong University of Finance and Economics:1"
"shandong university of traditional chinese medicine","Shandong University of Traditional Chinese Medicine","1","1","Shandong University of Traditional Chinese Medicine:1"
"shandong university of technology","Shandong University of Technology","1","1","Shandong University of Technology:1"
"ihe delft institute for water education","IHE Delft Institute for Water Education","1","1","IHE Delft Institute for Water Education:1"
"shandong agricultural university","Shandong Agricultural University","1","1","Shandong Agricultural University:1"
"shahrood university of technology","Shahrood University of Technology","1","1","Shahrood University of Technology:1"
"shandong normal university","Shandong Normal University","1","1","Shandong Normal University:1"
"shandong jianzhu university","Shandong Jianzhu University","1","1","Shandong Jianzhu University:1"
"ieseg school of management","IESEG School of Management","1","1","IESEG School of Management:1"
"shanghai ocean university shanghai fisheries university","Shanghai Ocean University (Shanghai Fisheries University)","1","1","Shanghai Ocean University (Shanghai Fisheries University):1"
"shanghai university of engineering science","Shanghai University of Engineering Science","1","1","Shanghai University of Engineering Science:1"
"shanghai university of electric power","Shanghai University of Electric Power","1","1","Shanghai University of Electric Power:1"
"shanghai normal university","Shanghai Normal University","1","1","Shanghai Normal University:1"
"shanghai international studies university","Shanghai International Studies University","1","1","Shanghai International Studies University:1"
"shanghai institute of technology","Shanghai Institute of Technology","1","1","Shanghai Institute of Technology:1"
"shanghai maritime university","Shanghai Maritime University","1","1","Shanghai Maritime University:1"
"igd r university","Igdır University","1","1","Igdır University:1"
"illinois institute of technology illinois tech chicago","Illinois Institute of Technology Illinois Tech Chicago","1","1","Illinois Institute of Technology Illinois Tech Chicago:1"
"seoul national university of science and technology","Seoul National University of Science & Technology","1","1","Seoul National University of Science & Technology:1"
"sewanee the university of the south","Sewanee - The University of the South","1","1","Sewanee - The University of the South:1"
"seton hill university","Seton Hill University","1","1","Seton Hill University:1"
"imam abdulrahman bin faisal university university of dammam","Imam Abdulrahman Bin Faisal University (University of Dammam)","1","1","Imam Abdulrahman Bin Faisal University (University of Dammam):1"
"semmelweis university budapest","Semmelweis University Budapest","1","1","Semmelweis University Budapest:1"
"selcuk university","Selcuk University","1","1","Selcuk University:1"
"sentara college of health sciences","Sentara College of Health Sciences","1","1","Sentara College of Health Sciences:1"
"semnan university","Semnan University","1","1","Semnan University:1"
"shahid chamran university of ahvaz","Shahid Chamran University of Ahvaz","1","1","Shahid Chamran University of Ahvaz:1"
"shahid beheshti university of medical sciences","Shahid Beheshti University of Medical Sciences","1","1","Shahid Beheshti University of Medical Sciences:1"
"shahrekord university","Shahrekord University","1","1","Shahrekord University:1"
"shahjalal university of science and technology","Shahjalal University of Science & Technology","1","1","Shahjalal University of Science & Technology:1"
"ilia state university","Ilia State University","1","1","Ilia State University:1"
"shaanxi university of science and technology","Shaanxi University of Science & Technology","1","1","Shaanxi University of Science & Technology:1"
"shaanxi normal university","Shaanxi Normal University","1","1","Shaanxi Normal University:1"
"shahid beheshti university","Shahid Beheshti University","1","1","Shahid Beheshti University:1"
"shahid bahonar university of kerman","Shahid Bahonar University of Kerman","1","1","Shahid Bahonar University of Kerman:1"
"shanghai university of finance and economics","Shanghai University of Finance & Economics","1","1","Shanghai University of Finance & Economics:1"
"shimane university","Shimane University","1","1","Shimane University:1"
"shihezi university","Shihezi University","1","1","Shihezi University:1"
"shippensburg university of pennsylvania","Shippensburg University of Pennsylvania","1","1","Shippensburg University of Pennsylvania:1"
"shinshu university","Shinshu University","1","1","Shinshu University:1"
"shiga university of medical science","Shiga University of Medical Science","1","1","Shiga University of Medical Science:1"
"shenzhen graduate school peking university","Shenzhen Graduate School Peking University","1","1","Shenzhen Graduate School Peking University:1"
"shenyang university of technology","Shenyang University of Technology","1","1","Shenyang University of Technology:1"
"shibaura institute of technology","Shibaura Institute of Technology","1","1","Shibaura Institute of Technology:1"
"idaho state university","Idaho State University","1","1","Idaho State University:1"
"siberian federal university","Siberian Federal University","1","1","Siberian Federal University:1"
"showa university","Showa University","1","1","Showa University:1"
"sichuan normal university","Sichuan Normal University","1","1","Sichuan Normal University:1"
"sichuan agricultural university","Sichuan Agricultural University","1","1","Sichuan Agricultural University:1"
"shoolini university of biotechnology and management sciences","Shoolini University of Biotechnology and Management Sciences","1","1","Shoolini University of Biotechnology and Management Sciences:1"
"shiraz university of medical sciences","Shiraz University of Medical Sciences","1","1","Shiraz University of Medical Sciences:1"
"icahn school of medicine at mount sinai","Icahn School of Medicine at Mount Sinai","1","1","Icahn School of Medicine at Mount Sinai:1"
"shizuoka university","Shizuoka University","1","1","Shizuoka University:1"
"shivaji university","Shivaji University","1","1","Shivaji University:1"
"shanxi normal university","Shanxi Normal University","1","1","Shanxi Normal University:1"
"shanxi medical university","Shanxi Medical University","1","1","Shanxi Medical University:1"
"shaoxing university","Shaoxing University","1","1","Shaoxing University:1"
"shanxi university","Shanxi University","1","1","Shanxi University:1"
"shanxi agricultural university","Shanxi Agricultural University","1","1","Shanxi Agricultural University:1"
"shanghai university of traditional chinese medicine","Shanghai University of Traditional Chinese Medicine","1","1","Shanghai University of Traditional Chinese Medicine:1"
"shanghai university of sport","Shanghai University of Sport","1","1","Shanghai University of Sport:1"
"shantou swatow university","Shantou (Swatow) University","1","1","Shantou (Swatow) University:1"
"shanghaitech university","ShanghaiTech University","1","1","ShanghaiTech University:1"
"shenyang aerospace university institute of aeronautical engineering","Shenyang Aerospace University (Institute of Aeronautical Engineering)","1","1","Shenyang Aerospace University (Institute of Aeronautical Engineering):1"
"shenandoah university","Shenandoah University","1","1","Shenandoah University:1"
"shenyang pharmaceutical university","Shenyang Pharmaceutical University","1","1","Shenyang Pharmaceutical University:1"
"shenyang agricultural university","Shenyang Agricultural University","1","1","Shenyang Agricultural University:1"
"iese business school","IESE Business School","1","1","IESE Business School:1"
"sharda university","Sharda University","1","1","Sharda University:1"
"shaqra university","Shaqra University","1","1","Shaqra University:1"
"sharif university of technology tehran","Sharif University of Technology Tehran","1","1","Sharif University of Technology Tehran:1"
"iese business school universidad de navarra","IESE Business School Universidad de Navarra","1","1","IESE Business School Universidad de Navarra:1"
"immanuel kant state university of russia kaliningrad state university","Immanuel Kant State University of Russia (Kaliningrad State University)","1","1","Immanuel Kant State University of Russia (Kaliningrad State University):1"
"saint georges university of london","Saint Georges University of London","1","1","Saint Georges University of London:1"
"saint georges university","Saint Georges University","1","1","Saint Georges University:1"
"saint johns university","Saint Johns University","1","1","Saint Johns University:1"
"saint john fisher college","Saint John Fisher College","1","1","Saint John Fisher College:1"
"saint francis xavier university","Saint Francis Xavier University","1","1","Saint Francis Xavier University:1"
"saint cloud state university","Saint Cloud State University","1","1","Saint Cloud State University:1"
"sahand university of technology tabriz","Sahand University of Technology Tabriz","1","1","Sahand University of Technology Tabriz:1"
"saint francis university","Saint Francis University","1","1","Saint Francis University:1"
"saint francis medical center college of nursing","Saint Francis Medical Center College of Nursing","1","1","Saint Francis Medical Center College of Nursing:1"
"saint marys university","Saint Marys University","1","1","Saint Marys University:1"
"saint mary s college of california","Saint Mary s College of California","1","1","Saint Mary s College of California:1"
"saint olaf college","Saint Olaf College","1","1","Saint Olaf College:1"
"saint marys university twickenham","Saint Marys University Twickenham","1","1","Saint Marys University Twickenham:1"
"saint luke s college of health sciences","Saint Luke s College of Health Sciences","1","1","Saint Luke s College of Health Sciences:1"
"indian institute of technology indian school of mines dhanbad","Indian Institute of Technology (Indian School of Mines) Dhanbad","1","1","Indian Institute of Technology (Indian School of Mines) Dhanbad:1"
"indian institute of technology bhubaneswar","Indian Institute of Technology Bhubaneswar","1","1","Indian Institute of Technology Bhubaneswar:1"
"saint louis university main campus","Saint Louis University-Main Campus","1","1","Saint Louis University-Main Campus:1"
"indian institute of technology banaras hindu university varanasi","Indian Institute of Technology (Banaras Hindu University) Varanasi","1","1","Indian Institute of Technology (Banaras Hindu University) Varanasi:1"
"indian institute of technology iit hyderabad","Indian Institute of Technology IIT Hyderabad","1","1","Indian Institute of Technology IIT Hyderabad:1"
"indian institute of technology iit indore","Indian Institute of Technology IIT Indore","1","1","Indian Institute of Technology IIT Indore:1"
"rutgers university camden","Rutgers University-Camden","1","1","Rutgers University-Camden:1"
"indian institute of technology iit guwahati","Indian Institute of Technology IIT Guwahati","1","1","Indian Institute of Technology IIT Guwahati:1"
"russian university of economics g v plekhanov","Russian University of Economics G V Plekhanov","1","1","Russian University of Economics G V Plekhanov:1"
"russian presidential academy of national economy and public administration","Russian Presidential Academy of National Economy and Public Administration","1","1","Russian Presidential Academy of National Economy and Public Administration:1"
"rush university","Rush University","1","1","Rush University:1"
"russian state pedagogical university ai herzen gertsenovsky university","Russian State Pedagogical University AI Herzen (Gertsenovsky University)","1","1","Russian State Pedagogical University AI Herzen (Gertsenovsky University):1"
"russian state medical university","Russian State Medical University","1","1","Russian State Medical University:1"
"indian institute of technology bombay","Indian Institute of Technology Bombay","1","1","Indian Institute of Technology Bombay:1"
"indian institute of technology delhi","Indian Institute of Technology Delhi","1","1","Indian Institute of Technology Delhi:1"
"saha institute of nuclear physics","Saha Institute of Nuclear Physics","1","1","Saha Institute of Nuclear Physics:1"
"saga university","Saga University","1","1","Saga University:1"
"saarland university","Saarland University","1","1","Saarland University:1"
"indian institute of technology iit gandhinagar","Indian Institute of Technology IIT Gandhinagar","1","1","Indian Institute of Technology IIT Gandhinagar:1"
"rutgers the state university of new jersey","Rutgers, the State University of New Jersey","1","1","Rutgers, the State University of New Jersey:1"
"rzeszow university of technology","Rzeszow University of Technology","1","1","Rzeszow University of Technology:1"
"ryukoku university","Ryukoku University","1","1","Ryukoku University:1"
"saint petersburg mining university","Saint Petersburg Mining University","1","1","Saint Petersburg Mining University:1"
"saveetha university","Saveetha University","1","1","Saveetha University:1"
"saudi electronic university","Saudi Electronic University","1","1","Saudi Electronic University:1"
"school of oriental and african studies university of london","School of Oriental and African Studies University of London","1","1","School of Oriental and African Studies University of London:1"
"school of advanced study university of london","School of Advanced Study University of London","1","1","School of Advanced Study University of London:1"
"indian institute of engineering science and technology shibpur bengal engineering and science university","Indian Institute of Engineering Science and Technology Shibpur (Bengal Engineering and Science University)","1","1","Indian Institute of Engineering Science and Technology Shibpur (Bengal Engineering and Science University):1"
"saratov state university","Saratov State University","1","1","Saratov State University:1"
"sapporo medical university","Sapporo Medical University","1","1","Sapporo Medical University:1"
"satbayev university","Satbayev University","1","1","Satbayev University:1"
"sastra university","Sastra University","1","1","Sastra University:1"
"scuola universitaria professionale della svizzera italiana","Scuola Universitaria Professionale della Svizzera Italiana","1","1","Scuola Universitaria Professionale della Svizzera Italiana:1"
"scuola superiore di studi universitari e di perfezionamento santanna sssup di pisa","Scuola Superiore di Studi Universitari e di Perfezionamento SantAnna SSSUP di Pisa","1","1","Scuola Superiore di Studi Universitari e di Perfezionamento SantAnna SSSUP di Pisa:1"
"imt atlantique","IMT Atlantique","1","1","IMT Atlantique:1"
