"UniversityNorm","UniversityDisplay","FinalCountryNorm","DistinctCountries","CountryBreakdown","UniqueLenders","TotalRows","Status","RawCountryValues","RawNameValues"
"university of new orleans","University of New Orleans","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of New Orleans"
"university of new south wales","University of New South Wales","australia","1","australia:6","6","6","PASS","Australia","University of New South Wales"
"university of newcastle","University of Newcastle","australia","1","australia:5","4","5","PASS","Australia","University of Newcastle"
"university of nicosia","University of Nicosia","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Nicosia"
"university of nigeria","University of Nigeria","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Nigeria"
"university of nis","University of Nis","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Nis"
"university of nizwa","University of Nizwa","oman","1","oman:3","3","3","PASS","Oman","University of Nizwa"
"university of north carolina","University of North Carolina","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of North Carolina"
"university of north carolina asheville","University of North Carolina Asheville","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of North Carolina Asheville"
"university of north carolina at chapel hill","University of North Carolina at Chapel Hill","united states of america","1","united states of america:8","8","8","PASS","United States of America","University of North Carolina at Chapel Hill"
"university of north carolina at charlotte","University of North Carolina at Charlotte","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of North Carolina at Charlotte"
"university of north carolina at greensboro","University of North Carolina at Greensboro","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of North Carolina at Greensboro"
"university of north carolina charlotte","University of North Carolina Charlotte","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of North Carolina Charlotte"
"university of north carolina wilmington","University of North Carolina Wilmington","united states of america","1","united states of america:3","3","3","PASS","United States of America","University of North Carolina Wilmington"
"university of north dakota","University of North Dakota","united states of america","1","united states of america:3","3","3","PASS","United States of America","University of North Dakota"
"university of north florida","University of North Florida","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of North Florida"
"university of north georgia","University of North Georgia","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of North Georgia"
"university of north texas","University of North Texas","united states of america","1","united states of america:6","6","6","PASS","United States of America","University of North Texas"
"university of north texas health science center","University of North Texas Health Science Center","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of North Texas Health Science Center"
"university of north texas health science center at fort worth","University of North Texas Health Science Center at Fort Worth","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of North Texas Health Science Center at Fort Worth"
"university of northampton","University of Northampton","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Northampton"
"university of northern british columbia","University of Northern British Columbia","canada","1","canada:1","1","1","PASS","Canada","University of Northern British Columbia"
"university of northern colorado","University of Northern Colorado","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Northern Colorado"
"university of northern iowa","University of Northern Iowa","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Northern Iowa"
"university of notre dame","University of Notre Dame","united states of america","1","united states of america:7","7","7","PASS","United States of America","University of Notre Dame"
"university of notre dame australia","University of Notre Dame Australia","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Notre Dame Australia"
"university of nottingham","University of Nottingham","united kingdom","1","united kingdom:7","7","7","PASS","United Kingdom","University of Nottingham"
"university of nottingham malaysia","University of Nottingham Malaysia","united kingdom","1","united kingdom:1","1","1","PASS","United Kingdom","University of Nottingham Malaysia"
"university of nottingham ningbo china","University of Nottingham Ningbo China","united kingdom","1","united kingdom:1","1","1","PASS","United Kingdom","University of Nottingham Ningbo China"
"university of nova gorica","University of Nova Gorica","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Nova Gorica"
"university of novi sad","University of Novi Sad","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Novi Sad"
"university of occupational and environmental health japan","University of Occupational & Environmental Health Japan","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Occupational & Environmental Health Japan"
"university of oklahoma","University of Oklahoma","united states of america","1","united states of america:7","7","7","PASS","United States of America","University of Oklahoma"
"university of oklahoma health sciences center","University of Oklahoma Health Sciences Center","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Oklahoma Health Sciences Center"
"university of opole","University of Opole","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Opole"
"university of oregon","University of Oregon","united states of america","1","united states of america:6","6","6","PASS","United States of America","University of Oregon"
"university of oslo","University of Oslo","norway","1","norway:5","5","5","PASS","Norway","University of Oslo"
"university of osnabruck","University of Osnabruck","germany","1","germany:1","1","1","PASS","Germany","University of Osnabruck"
"university of ostrava","University of Ostrava","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Ostrava"
"university of otago","University of Otago","new zealand","1","new zealand:3","3","3","PASS","New Zealand","University of Otago"
"university of ottawa","University of Ottawa","canada","1","canada:5","5","5","PASS","Canada","University of Ottawa"
"university of oulu","University of Oulu","finland","1","finland:3","3","3","PASS","Finland","University of Oulu"
"university of oxford","University of Oxford","united kingdom","1","united kingdom:8","8","8","PASS","United Kingdom","University of Oxford"
"university of paderborn","University of Paderborn","germany","1","germany:1","1","1","PASS","Germany","University of Paderborn"
"university of padova","University of Padova","italy","1","italy:3","3","3","PASS","Italy","University of Padova"
"university of padua","University of Padua","italy","1","italy:1","1","1","PASS","Italy","University of Padua"
"university of palermo","University of Palermo","italy","1","italy:3","3","3","PASS","Italy","University of Palermo"
"university of pannonia university of veszprem","University of Pannonia (University of Veszprem)","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Pannonia (University of Veszprem)"
"university of pardubice","University of Pardubice","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Pardubice"
"university of paris ipgp descartes diderot","University of Paris (IPGP Descartes Diderot)","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Paris (IPGP Descartes Diderot)"
"university of paris viii","University of Paris VIII","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Paris VIII"
"university of paris x","University of Paris X","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Paris X"
"university of paris xii","University of Paris XII","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Paris XII"
"university of parma","University of Parma","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Parma"
"university of patras","University of Patras","greece","1","greece:3","3","3","PASS","Greece","University of Patras"
"university of patras incl university of western greece","University of Patras (incl University of Western Greece)","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Patras (incl University of Western Greece)"
"university of pau","University of Pau","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Pau"
"university of pavia","University of Pavia","italy","1","italy:3","3","3","PASS","Italy","University of Pavia"
"university of pecs","University of Pecs","hungary","1","hungary:3","3","3","PASS","Hungary","University of Pecs"
"university of peloponnese","University of Peloponnese","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Peloponnese"
"university of pennsylvania","University of Pennsylvania","united states of america","1","united states of america:9","9","9","PASS","United States of America","University of Pennsylvania"
"university of peradeniya","University of Peradeniya","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Peradeniya"
"university of perpignan","University of Perpignan","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Perpignan"
"university of perugia","University of Perugia","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Perugia"
"university of peshawar","University of Peshawar","pakistan","1","pakistan:3","3","3","PASS","Pakistan","University of Peshawar"
"university of petroleum and energy studies","University of Petroleum & Energy Studies","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Petroleum & Energy Studies"
"university of phayao","University of Phayao","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Phayao"
"university of picardie jules verne","University of Picardie Jules Verne","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Picardie Jules Verne"
"university of piraeus","University of Piraeus","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Piraeus"
"university of pisa","University of Pisa","italy","1","italy:3","3","3","PASS","Italy","University of Pisa"
"university of pittsburgh","University of Pittsburgh","united states of america","1","united states of america:7","7","7","PASS","United States of America","University of Pittsburgh"
"university of plymouth","University of Plymouth","united kingdom","1","united kingdom:4","4","4","PASS","United Kingdom","University of Plymouth"
"university of poitiers comue university confederale leonard de vinci","University of Poitiers (comUE University confederale Leonard de Vinci)","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Poitiers (comUE University confederale Leonard de Vinci)"
"university of port harcourt","University of Port Harcourt","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Port Harcourt"
"university of portland","University of Portland","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Portland"
"university of porto","University of Porto","portugal","1","portugal:3","3","3","PASS","Portugal","University of Porto"
"university of portsmouth","University of Portsmouth","united kingdom","1","united kingdom:4","4","4","PASS","United Kingdom","University of Portsmouth"
"university of potsdam","University of Potsdam","germany","1","germany:1","1","1","PASS","Germany","University of Potsdam"
"university of pretoria","University of Pretoria","south africa","1","south africa:3","3","3","PASS","South Africa","University of Pretoria"
"university of primorska","University of Primorska","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Primorska"
"university of prince edward island","University of Prince Edward Island","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Prince Edward Island"
"university of prishtina albanian language","University of Prishtina (Albanian language)","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Prishtina (Albanian language)"
"university of puerto rico medical sciences","University of Puerto Rico-Medical Sciences","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Puerto Rico-Medical Sciences"
"university of puget sound","University of Puget Sound","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Puget Sound"
"university of pune","University of Pune","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Pune"
"university of queensland","University of Queensland","australia","1","australia:7","7","7","PASS","Australia","University of Queensland"
"university of rajasthan jaipur","University of Rajasthan Jaipur","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Rajasthan Jaipur"
"university of rajshahi","University of Rajshahi","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Rajshahi"
"university of reading","University of Reading","united kingdom","1","united kingdom:4","4","4","PASS","United Kingdom","University of Reading"
"university of regensburg","University of Regensburg","germany","1","germany:1","1","1","PASS","Germany","University of Regensburg"
"university of regina","University of Regina","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Regina"
"university of reims","University of Reims","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Reims"
"university of rennes","University of Rennes","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Rennes"
"university of rennes 1","University of Rennes 1","france","1","france:3","3","3","PASS","France","University of Rennes 1"
"university of rennes 2","University of Rennes 2","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Rennes 2"
"university of rhode island","University of Rhode Island","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Rhode Island"
"university of richmond","University of Richmond","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Richmond"
"university of rijeka","University of Rijeka","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Rijeka"
"university of rochester","University of Rochester","united states of america","1","united states of america:8","8","8","PASS","United States of America","University of Rochester"
"university of roehampton london","University of Roehampton London","united kingdom","1","united kingdom:1","1","1","PASS","United Kingdom","University of Roehampton London"
"university of roma tor vergata","University of Roma, Tor Vergata","italy","1","italy:4","3","4","PASS","Italy","University of Roma, Tor Vergata"
"university of rouen comue normandie universite","University of Rouen (comUE Normandie Universite)","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Rouen (comUE Normandie Universite)"
"university of ruhuna","University of Ruhuna","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Ruhuna"
"university of rwanda","University of Rwanda","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Rwanda"
"university of ryukyus","University of Ryukyus","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Ryukyus"
"university of rzeszow","University of Rzeszow","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Rzeszow"
"university of saint andrews","University of Saint Andrews","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Saint Andrews"
"university of saint etienne","University of Saint Etienne","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Saint Etienne"
"university of saint joseph","University of Saint Joseph","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Saint Joseph"
"university of saint thomas saint paul","University of Saint Thomas Saint Paul","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Saint Thomas Saint Paul"
"university of salamanca","University of Salamanca","spain","1","spain:3","3","3","PASS","Spain","University of Salamanca"
"university of salerno","University of Salerno","italy","1","italy:3","3","3","PASS","Italy","University of Salerno"
"university of salford","University of Salford","united kingdom","1","united kingdom:3","3","3","PASS","United Kingdom","University of Salford"
"university of san diego","University of San Diego","united states of america","1","united states of america:3","3","3","PASS","United States of America","University of San Diego"
"university of san francisco","University of San Francisco","united states of america","1","united states of america:3","3","3","PASS","United States of America","University of San Francisco"
"university of santo tomas","University of Santo Tomas","philippines","1","philippines:3","3","3","PASS","Philippines","University of Santo Tomas"
"university of sarajevo","University of Sarajevo","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Sarajevo"
"university of saskatchewan","University of Saskatchewan","canada","1","canada:5","5","5","PASS","Canada","University of Saskatchewan"
"university of sassari","University of Sassari","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Sassari"
"university of science and technology beijing","University of Science and Technology Beijing","china","1","china:4","3","4","PASS","China","University of Science and Technology Beijing"
"university of science and technology daejeon","University of Science & Technology Daejeon","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Science & Technology Daejeon"
"university of science and technology of china","University of Science and Technology of China","china","1","china:5","4","5","PASS","China","University of Science and Technology of China"
"university of scranton","University of Scranton","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Scranton"
"university of seoul","University of Seoul","south korea","1","south korea:3","3","3","PASS","South Korea","University of Seoul"
"university of setif 1 ferhat abbas","University of Setif 1 Ferhat Abbas","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Setif 1 Ferhat Abbas"
"university of shanghai for science and technology","University of Shanghai for Science & Technology","china","1","china:1","1","1","PASS","China","University of Shanghai for Science & Technology"
"university of sharjah","University of Sharjah","united arab emirates","1","united arab emirates:3","3","3","PASS","United Arab Emirates","University of Sharjah"
"university of sheffield","University of Sheffield","united kingdom","1","united kingdom:7","7","7","PASS","United Kingdom","University of Sheffield"
"university of sherbrooke","University of Sherbrooke","canada","1","canada:4","4","4","PASS","Canada","University of Sherbrooke"
"university of shizuoka","University of Shizuoka","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Shizuoka"
"university of siegen","University of Siegen","germany","1","germany:1","1","1","PASS","Germany","University of Siegen"
"university of siena","University of Siena","italy","1","italy:3","3","3","PASS","Italy","University of Siena"
"university of silesia in katowice","University of Silesia in Katowice","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Silesia in Katowice"
"university of sindh","University of Sindh","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Sindh"
"university of sistan and baluchestan","University of Sistan and Baluchestan","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Sistan and Baluchestan"
"university of skovde","University of Skovde","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Skovde"
"university of social welfare and rehabilitation sciences tehran","University of Social Welfare and Rehabilitation Sciences Tehran","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Social Welfare and Rehabilitation Sciences Tehran"
"university of south africa","University of South Africa","south africa","1","south africa:3","3","3","PASS","South Africa","University of South Africa"
"university of south alabama","University of South Alabama","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of South Alabama"
"university of south australia","University of South Australia","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of South Australia"
"university of south bohemia in ceske budejovice","University of South Bohemia in Ceske Budejovice","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of South Bohemia in Ceske Budejovice"
"university of south carolina","University of South Carolina","united states of america","1","united states of america:6","6","6","PASS","United States of America","University of South Carolina"
"university of south carolina columbia","University of South Carolina, Columbia","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of South Carolina, Columbia"
"university of south china nanhua university","University of South China (Nanhua University)","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of South China (Nanhua University)"
"university of south dakota","University of South Dakota","united states of america","1","united states of america:3","3","3","PASS","United States of America","University of South Dakota"
"university of south eastern norway","University of South Eastern Norway","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of South Eastern Norway"
"university of south florida","University of South Florida","united states of america","1","united states of america:8","8","8","PASS","United States of America","University of South Florida"
"university of south wales glamorgan and wales newport","University of South Wales (Glamorgan & Wales Newport)","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of South Wales (Glamorgan & Wales Newport)"
"university of southampton","University of Southampton","united kingdom","1","united kingdom:7","7","7","PASS","United Kingdom","University of Southampton"
"university of southern california","University of Southern California","united states of america","1","united states of america:8","8","8","PASS","United States of America","University of Southern California"
"university of southern denmark","University of Southern Denmark","denmark","1","denmark:3","3","3","PASS","Denmark","University of Southern Denmark"
"university of southern mississippi","University of Southern Mississippi","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Southern Mississippi"
"university of southern queensland","University of Southern Queensland","australia","1","australia:3","3","3","PASS","Australia","University of Southern Queensland"
"university of split","University of Split","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Split"
"university of sri jayewardenepura","University of Sri Jayewardenepura","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Sri Jayewardenepura"
"university of st andrews","University of St Andrews","united kingdom","1","united kingdom:5","5","5","PASS","United Kingdom","University of St Andrews"
"university of st gallen","University of St. Gallen","switzerland","1","switzerland:1","1","1","PASS","Switzerland","University of St. Gallen"
"university of st thomas houston","University of St Thomas, Houston","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of St Thomas, Houston"
"university of st thomas saint paul mn","University of St Thomas, Saint Paul MN","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of St Thomas, Saint Paul MN"
"university of stavanger","University of Stavanger","norway","1","norway:3","3","3","PASS","Norway","University of Stavanger"
"university of stirling","University of Stirling","united kingdom","1","united kingdom:3","3","3","PASS","United Kingdom","University of Stirling"
"university of strasbourg","University of Strasbourg","france","1","france:3","3","3","PASS","France","University of Strasbourg"
"university of strathclyde","University of Strathclyde","united kingdom","1","united kingdom:5","5","5","PASS","United Kingdom","University of Strathclyde"
"university of stuttgart","University of Stuttgart","germany","1","germany:1","1","1","PASS","Germany","University of Stuttgart"
"university of suffolk","University of Suffolk","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Suffolk"
"university of sunderland","University of Sunderland","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Sunderland"
"university of surrey","University of Surrey","united kingdom","1","united kingdom:5","5","5","PASS","United Kingdom","University of Surrey"
"university of sussex","University of Sussex","united kingdom","1","united kingdom:5","5","5","PASS","United Kingdom","University of Sussex"
"university of sydney","University of Sydney","australia","1","australia:7","7","7","PASS","Australia","University of Sydney"
"university of szeged","University of Szeged","hungary","1","hungary:3","3","3","PASS","Hungary","University of Szeged"
"university of tabriz","University of Tabriz","iran","1","iran:3","3","3","PASS","Iran","University of Tabriz"
"university of tampa","University of Tampa","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Tampa"
"university of tartu","University of Tartu","estonia","1","estonia:3","3","3","PASS","Estonia","University of Tartu"
"university of tasmania","University of Tasmania","australia","1","australia:4","4","4","PASS","Australia","University of Tasmania"
"university of tebessa larbi tebessi","University of Tebessa Larbi Tebessi","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Tebessa Larbi Tebessi"
"university of technologie de belfort montbeliard comue university bourgogne franche comte","University of Technologie de Belfort Montbeliard (comUE University Bourgogne Franche Comte)","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Technologie de Belfort Montbeliard (comUE University Bourgogne Franche Comte)"
"university of technologie de compiegne comue sorbonne universites","University of Technologie de Compiegne (comUE Sorbonne Universites)","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Technologie de Compiegne (comUE Sorbonne Universites)"
"university of technologie de troyes comue university of champagne","University of Technologie de Troyes (comUE University of Champagne)","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Technologie de Troyes (comUE University of Champagne)"
"university of technology iraq","University of Technology Iraq","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Technology Iraq"
"university of technology sydney","University of Technology Sydney","australia","1","australia:7","7","7","PASS","Australia","University of Technology Sydney"
"university of tehran","University of Tehran","iran","1","iran:3","3","3","PASS","Iran","University of Tehran"
"university of tennessee","University of Tennessee","united states of america","1","united states of america:3","3","3","PASS","United States of America","University of Tennessee"
"university of tennessee chattanooga","University of Tennessee Chattanooga","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Tennessee Chattanooga"
"university of tennessee health science center memphis","University of Tennessee Health Science Center Memphis","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Tennessee Health Science Center Memphis"
"university of tennessee knoxville","University of Tennessee, Knoxville","united states of america","1","united states of america:5","5","5","PASS","United States of America","University of Tennessee, Knoxville"
"university of teramo","University of Teramo","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Teramo"
"university of texas arlington","University of Texas Arlington","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Texas Arlington"
"university of texas at arlington","University of Texas at Arlington","united states of america","1","united states of america:3","3","3","PASS","United States of America","University of Texas at Arlington"
"university of texas at austin","University of Texas at Austin","united states of america","1","united states of america:9","9","9","PASS","United States of America","University of Texas at Austin"
"university of texas at dallas","University of Texas at Dallas","united states of america","1","united states of america:6","6","6","PASS","United States of America","University of Texas at Dallas"
"university of texas at el paso","University of Texas at El Paso","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Texas at El Paso"
"university of texas at san antonio","University of Texas at San Antonio","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Texas at San Antonio"
"university of texas dallas","University of Texas Dallas","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Texas Dallas"
"university of texas el paso","University of Texas El Paso","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Texas El Paso"
"university of texas health science center at houston","University of Texas Health Science Center at Houston","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Texas Health Science Center at Houston"
"university of texas health science center at san antonio","University of Texas Health Science Center at San Antonio","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Texas Health Science Center at San Antonio"
"university of texas md anderson cancer center","University of Texas MD Anderson Cancer Center","united states of america","1","united states of america:3","3","3","PASS","United States of America","University of Texas MD Anderson Cancer Center"
"university of texas medical branch at galveston","University of Texas Medical Branch at Galveston","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Texas Medical Branch at Galveston"
"university of texas medical branch galveston","University of Texas Medical Branch Galveston","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Texas Medical Branch Galveston"
"university of texas rio grande valley","University of Texas Rio Grande Valley","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Texas Rio Grande Valley"
"university of texas san antonio","University of Texas San Antonio","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Texas San Antonio"
"university of texas southwestern medical center at dallas","University of Texas Southwestern Medical Center at Dallas","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of Texas Southwestern Medical Center at Dallas"
"university of texas tyler","University of Texas Tyler","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Texas Tyler"
"university of the aegean","University of the Aegean","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of the Aegean"
"university of the arts london","University of the Arts London","united kingdom","1","united kingdom:1","1","1","PASS","United Kingdom","University of the Arts London"
"university of the free state","University of the Free State","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of the Free State"
"university of the highlands and islands","University of the Highlands and Islands","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of the Highlands and Islands"
"university of the incarnate word","University of the Incarnate Word","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of the Incarnate Word"
"university of the pacific","University of the Pacific","united states of america","1","united states of america:2","2","2","PASS","United States of America","University of the Pacific"
"university of the philippines","University of the Philippines","philippines","1","philippines:3","3","3","PASS","Philippines","University of the Philippines"
"university of the philippines diliman","University of the Philippines Diliman","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of the Philippines Diliman"
"university of the potomac","University of the Potomac","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of the Potomac"
"university of the punjab","University of the Punjab","pakistan","1","pakistan:3","3","3","PASS","Pakistan","University of the Punjab"
"university of the sciences","University of the Sciences","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of the Sciences"
"university of the south pacific","University of the South Pacific","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of the South Pacific"
"university of the sunshine coast","University of the Sunshine Coast","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of the Sunshine Coast"
"university of the west indies at st augustine","University of the West Indies at St Augustine","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of the West Indies at St Augustine"
"university of the west of england","University of the West of England","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of the West of England"
"university of the west of england uwe bristol","University of the West of England (UWE Bristol)","united kingdom","1","united kingdom:1","1","1","PASS","United Kingdom","University of the West of England (UWE Bristol)"
"university of the west of scotland university of paisley","University of the West of Scotland (University of Paisley)","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of the West of Scotland (University of Paisley)"
"university of the western cape","University of the Western Cape","south africa","1","south africa:3","3","3","PASS","South Africa","University of the Western Cape"
"university of the witwatersrand","University of The Witwatersrand","south africa","1","south africa:4","3","4","PASS","South Africa","University of The Witwatersrand"
"university of thessaly","University of Thessaly","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Thessaly"
"university of tlemcen abou bekr belkaid","University of Tlemcen Abou Bekr Belkaid","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Tlemcen Abou Bekr Belkaid"
"university of tokushima","University of Tokushima","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Tokushima"
"university of tokyo","University of Tokyo","japan","1","japan:7","7","7","PASS","Japan","University of Tokyo"
"university of toledo","University of Toledo","united states of america","1","united states of america:3","3","3","PASS","United States of America","University of Toledo"
"university of torino","University of Torino","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Torino"
"university of toronto","University of Toronto","canada","1","canada:8","8","8","PASS","Canada","University of Toronto"
"university of toulon","University of Toulon","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Toulon"
"university of toulouse 2","University of Toulouse 2","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Toulouse 2"
"university of toulouse 3","University of Toulouse 3","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Toulouse 3"
"university of toulouse i","University of Toulouse I","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Toulouse I"
"university of tours","University of Tours","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Tours"
"university of toyama","University of Toyama","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Toyama"
"university of trento","University of Trento","italy","1","italy:3","3","3","PASS","Italy","University of Trento"
"university of trier","University of Trier","germany","1","germany:1","1","1","PASS","Germany","University of Trier"
"university of trieste","University of Trieste","italy","1","italy:3","3","3","PASS","Italy","University of Trieste"
"university of tromso","University of Tromso","united states of america","1","united states of america:1","1","1","PASS","United States of America","University of Tromso"
"university of tromso the arctic university of norway","University of Tromso, The Arctic University of Norway","norway","1","norway:3","3","3","PASS","Norway","University of Tromso, The Arctic University of Norway"
"university of tsukuba","University of Tsukuba","japan","1","japan:3","3","3","PASS","Japan","University of Tsukuba"
"university of tubingen","University of Tubingen","germany","1","germany:2","2","2","PASS","Germany","University of Tubingen"
"university of tulsa","University of Tulsa","united states of america","1","united states of america:4","4","4","PASS","United States of America","University of Tulsa"
"university of tunis el manar","University of Tunis El Manar","tunisia","1","tunisia:3","3","3","PASS","Tunisia","University of Tunis El Manar"
